Data[0],Time,Force,Mag,Accel,Gyro
1,30.9605,6.00,18.0000,0.8097,-0.1831
1,30.9805,7.00,21.0000,0.8101,-0.1831
1,31.0005,9.00,22.5000,0.8088,-0.1831
1,31.0205,7.00,24.0000,0.8103,-0.1831
1,31.0405,7.00,24.0000,0.8088,-0.1831
1,31.0605,9.00,16.5000,0.8088,-0.1831
1,31.0805,6.00,22.5000,0.8103,-0.1831
1,31.1005,6.00,21.0000,0.8088,-0.1831
1,31.1205,7.00,22.5000,0.8105,-0.1831
1,31.1405,7.00,21.0000,0.8097,-0.2441
1,31.1605,7.00,22.5000,0.8099,-0.1831
1,31.1805,6.00,24.0000,0.8114,-0.1831
1,31.2005,5.00,22.5000,0.8081,-0.1831
1,31.2205,6.00,24.0000,0.8119,-0.1831
1,31.2405,9.00,24.0000,0.8105,-0.2441
1,31.2605,5.00,22.5000,0.8076,-0.1221
1,31.2805,6.00,24.0000,0.8138,-0.1221
1,31.3005,7.00,19.5000,0.8083,-0.1831
1,31.3205,7.00,27.0000,0.8125,0.1831
1,31.3405,6.00,19.5000,0.8125,-0.2441
1,31.3605,5.00,22.5000,0.8074,-0.1831
1,31.3805,4.00,22.5000,0.8096,-0.1831
1,31.4005,4.00,22.5000,0.8094,-0.1831
1,31.4205,7.00,19.5000,0.8101,-0.1831
1,31.4405,6.00,21.0000,0.8098,-0.1831
1,31.4605,7.00,21.0000,0.8097,-0.1831
1,31.4805,5.00,22.5000,0.8108,-0.1831
1,31.5005,6.00,21.0000,0.8102,-0.1831
1,31.5205,5.00,22.5000,0.8099,-0.1831
1,31.5405,4.00,28.5000,0.8104,-0.2441
1,31.5605,7.00,25.5000,0.8097,-0.2441
1,31.5805,7.00,22.5000,0.8081,-0.1831
1,31.6005,7.00,22.5000,0.8102,-0.1831
1,31.6205,5.00,25.5000,0.8120,-0.2441
1,31.6405,7.00,18.0000,0.8105,-0.1831
1,31.6605,5.00,18.0000,0.8120,-0.2441
1,31.6805,6.00,27.0000,0.8108,-0.2441
1,31.7005,7.00,22.5000,0.8083,-0.2441
1,31.7205,3.00,24.0000,0.8115,-0.2441
1,31.7405,7.00,19.5000,0.8105,-0.2441
1,31.7605,6.00,22.5000,0.8093,-0.2441
1,31.7805,7.00,21.0000,0.8098,-0.2441
1,31.8005,7.00,24.0000,0.8098,-0.1831
1,31.8205,7.00,22.5000,0.8109,-0.1831
1,31.8405,8.00,22.5000,0.8097,-0.2441
1,31.8605,6.00,24.0000,0.8119,-0.1831
1,31.8805,7.00,21.0000,0.8102,-0.1831
1,31.9005,8.00,22.5000,0.8101,-0.1831
1,31.9205,10.00,18.0000,0.8101,-0.1831
1,31.9405,7.00,22.5000,0.8104,-0.1831
1,31.9605,6.00,24.0000,0.8099,-0.1831
1,31.9805,7.00,25.5000,0.8086,-0.1831
1,32.0005,7.00,24.0000,0.8099,-0.1831
1,32.0205,6.00,24.0000,0.8108,-0.1831
1,32.0405,7.00,19.5000,0.8110,-0.1221
1,32.0605,4.00,22.5000,0.8096,-0.1831
1,32.0805,10.00,22.5000,0.8105,-0.1221
1,32.1005,7.00,22.5000,0.8082,-0.1831
1,32.1205,5.00,21.0000,0.8080,-0.1831
1,32.1405,7.00,22.5000,0.8098,-0.1831
1,32.1605,4.00,22.5000,0.8103,-0.1831
1,32.1805,7.00,21.0000,0.8092,-0.1831
1,32.2005,5.00,22.5000,0.8090,-0.1831
1,32.2205,9.00,21.0000,0.8101,-0.2441
1,32.2405,7.00,22.5000,0.8104,-0.1831
1,32.2605,5.00,19.5000,0.8099,-0.1831
1,32.2805,6.00,24.0000,0.8102,-0.1831
1,32.3005,6.00,22.5000,0.8112,-0.1831
1,32.3205,6.00,28.5000,0.8093,-0.1831
1,32.3405,7.00,22.5000,0.8099,-0.1831
1,32.3605,5.00,22.5000,0.8110,-0.2441
1,32.3805,7.00,22.5000,0.8103,-0.1831
1,32.4006,3.00,25.5000,0.8101,-0.1831
1,32.4206,5.00,22.5000,0.8109,-0.1831
1,32.4406,6.00,24.0000,0.8101,-0.1831
1,32.4606,9.00,19.5000,0.8101,-0.1831
1,32.4806,8.00,22.5000,0.8097,-0.1831
1,32.5006,6.00,21.0000,0.8099,-0.1831
1,32.5206,6.00,19.5000,0.8099,-0.1831
1,32.5406,6.00,25.5000,0.8096,-0.1831
1,32.5606,7.00,25.5000,0.8099,-0.1831
1,32.5806,6.00,22.5000,0.8102,-0.1831
1,32.6006,5.00,24.0000,0.8103,-0.1831
1,32.6206,7.00,24.0000,0.8102,-0.1831
1,32.6406,6.00,22.5000,0.8092,-0.1831
1,32.6606,5.00,22.5000,0.8097,-0.1831
1,32.6806,7.00,25.5000,0.8097,-0.1831
1,32.7006,7.00,24.0000,0.8093,-0.1831
1,32.7206,6.00,21.0000,0.8105,-0.1831
1,32.7406,8.00,22.5000,0.8098,-0.1831
1,32.7606,6.00,24.0000,0.8096,-0.1831
1,32.7806,7.00,24.0000,0.8098,-0.1221
1,32.8006,6.00,27.0000,0.8094,-0.1831
1,32.8206,7.00,25.5000,0.8104,-0.1831
1,32.8406,5.00,21.0000,0.8101,-0.1831
1,32.8606,7.00,25.5000,0.8098,-0.2441
1,32.8806,6.00,24.0000,0.8093,-0.1831
1,32.9006,6.00,21.0000,0.8109,-0.1831
1,32.9206,7.00,27.0000,0.8098,-0.1831
1,32.9406,4.00,24.0000,0.8085,-0.1831
1,32.9606,8.00,25.5000,0.8102,-0.1831
1,32.9806,5.00,16.5000,0.8103,-0.1831
1,33.0006,8.00,19.5000,0.8110,-0.1831
1,33.0206,9.00,19.5000,0.8097,-0.1831
1,33.0406,6.00,22.5000,0.8110,-0.1831
1,33.0606,5.00,22.5000,0.8110,-0.2441
1,33.0806,8.00,22.5000,0.8096,-0.1831
1,33.1006,4.00,24.0000,0.8109,-0.1831
1,33.1206,7.00,24.0000,0.8101,-0.1831
1,33.1406,8.00,24.0000,0.8099,-0.1831
1,33.1606,7.00,25.5000,0.8094,-0.1831
1,33.1806,5.00,19.5000,0.8094,-0.1831
1,33.2006,7.00,22.5000,0.8098,-0.1831
1,33.2206,6.00,24.0000,0.8110,-0.2441
1,33.2406,10.00,21.0000,0.8102,-0.1831
1,33.2606,7.00,22.5000,0.8107,-0.1831
1,33.2806,4.00,25.5000,0.8104,-0.1831
1,33.3006,6.00,27.0000,0.8103,-0.1831
1,33.3206,7.00,25.5000,0.8092,-0.1831
1,33.3406,5.00,19.5000,0.8102,-0.1831
1,33.3606,7.00,24.0000,0.8112,-0.2441
1,33.3806,6.00,19.5000,0.8102,-0.1831
1,33.4006,6.00,22.5000,0.8099,-0.1831
1,33.4206,7.00,21.0000,0.8108,-0.1831
1,33.4406,5.00,22.5000,0.8092,-0.1831
1,33.4606,6.00,22.5000,0.8093,-0.1831
1,33.4806,7.00,22.5000,0.8099,-0.1831
1,33.5006,6.00,28.5000,0.8094,-0.1831
1,33.5206,6.00,21.0000,0.8097,-0.1831
1,33.5406,7.00,24.0000,0.8110,-0.1221
1,33.5606,6.00,22.5000,0.8103,-0.1831
1,33.5806,7.00,21.0000,0.8094,-0.1831
1,33.6006,6.00,22.5000,0.8104,-0.1831
1,33.6206,6.00,25.5000,0.8102,-0.1831
1,33.6406,7.00,24.0000,0.8103,-0.1831
1,33.6606,6.00,25.5000,0.8101,-0.1831
1,33.6806,7.00,25.5000,0.8098,-0.1831
1,33.7006,7.00,18.0000,0.8096,-0.1831
1,33.7206,4.00,22.5000,0.8108,-0.1831
1,33.7406,7.00,18.0000,0.8104,-0.1831
1,33.7606,5.00,24.0000,0.8096,-0.1831
1,33.7806,6.00,24.0000,0.8096,-0.1831
1,33.8006,7.00,24.0000,0.8108,-0.1831
1,33.8206,6.00,19.5000,0.8098,-0.1831
1,33.8406,7.00,22.5000,0.8099,-0.1831
1,33.8606,3.00,25.5000,0.8109,-0.1831
1,33.8806,8.00,19.5000,0.8093,-0.1831
1,33.9006,8.00,25.5000,0.8093,-0.1831
1,33.9206,9.00,18.0000,0.8103,-0.1831
1,33.9406,8.00,25.5000,0.8102,-0.1831
1,33.9606,6.00,22.5000,0.8104,-0.1221
1,33.9806,7.00,24.0000,0.8108,-0.1831
1,34.0006,5.00,27.0000,0.8101,-0.1831
1,34.0206,7.00,22.5000,0.8096,-0.1221
1,34.0406,6.00,24.0000,0.8094,-0.1831
1,34.0606,5.00,21.0000,0.8109,-0.1831
1,34.0806,6.00,21.0000,0.8099,-0.1831
1,34.1006,6.00,25.5000,0.8107,-0.1831
1,34.1206,6.00,22.5000,0.8113,-0.1831
1,34.1406,6.00,18.0000,0.8096,-0.1831
1,34.1606,9.00,21.0000,0.8096,-0.1831
1,34.1806,5.00,25.5000,0.8093,-0.1831
1,34.2006,8.00,19.5000,0.8097,-0.1831
1,34.2206,7.00,19.5000,0.8097,-0.1831
1,34.2406,7.00,22.5000,0.8099,-0.3052
1,34.2606,7.00,18.0000,0.8140,-0.5493
1,34.2806,7.00,22.5000,0.8098,-0.1221
1,34.3006,4.00,19.5000,0.8108,-0.1831
1,34.3206,7.00,24.0000,0.8102,-0.1221
1,34.3406,7.00,24.0000,0.8094,-0.1221
1,34.3606,6.00,24.0000,0.8104,-0.1831
1,34.3806,7.00,24.0000,0.8113,-0.1831
1,34.4006,5.00,22.5000,0.8092,-0.1831
1,34.4206,7.00,21.0000,0.8105,-0.1831
1,34.4406,5.00,22.5000,0.8105,-0.1831
1,34.4606,5.00,25.5000,0.8103,-0.1831
1,34.4806,7.00,22.5000,0.8098,-0.2441
1,34.5006,7.00,24.0000,0.8107,-0.1831
1,34.5206,8.00,25.5000,0.8108,-0.1831
1,34.5406,7.00,24.0000,0.8107,-0.1831
1,34.5606,6.00,22.5000,0.8088,-0.1831
1,34.5806,6.00,25.5000,0.8075,-0.1221
1,34.6006,7.00,19.5000,0.8057,-0.0610
1,34.6206,8.00,24.0000,0.8035,0.0610
1,34.6406,4.00,16.5000,0.8157,-0.4883
1,34.6606,5.00,18.0000,0.8120,-0.1831
1,34.6806,6.00,22.5000,0.8171,-0.2441
1,34.7006,5.00,25.5000,0.8086,-0.4272
1,34.7206,6.00,25.5000,0.8013,-0.1831
1,34.7406,11.00,21.0000,0.8108,-0.3052
1,34.7606,6.00,24.0000,0.8071,-0.1831
1,34.7806,7.00,16.5000,0.8097,-0.1831
1,34.8006,5.00,25.5000,0.8092,-0.1221
1,34.8206,6.00,27.0000,0.8099,-0.2441
1,34.8406,6.00,19.5000,0.8103,-0.2441
1,34.8606,6.00,22.5000,0.8090,-0.1221
1,34.8806,6.00,21.0000,0.8103,-0.1831
1,34.9006,5.00,24.0000,0.8104,-0.1831
1,34.9206,6.00,24.0000,0.8096,-0.1221
1,34.9406,11.00,25.5000,0.8109,-0.1831
1,34.9606,6.00,24.0000,0.8090,-0.1831
1,34.9806,4.00,19.5000,0.8105,-0.1831
1,35.0006,8.00,24.0000,0.8096,-0.1831
1,35.0206,6.00,18.0000,0.8099,-0.2441
1,35.0406,5.00,24.0000,0.8092,-0.1831
1,35.0606,6.00,27.0000,0.8098,-0.1831
1,35.0806,6.00,25.5000,0.8113,-0.1831
1,35.1006,7.00,21.0000,0.8091,-0.1831
1,35.1206,6.00,22.5000,0.8105,-0.1831
1,35.1406,6.00,24.0000,0.8110,-0.1831
1,35.1606,6.00,21.0000,0.8098,-0.2441
1,35.1806,4.00,19.5000,0.8104,-0.2441
1,35.2006,6.00,22.5000,0.8114,-0.1831
1,35.2206,5.00,19.5000,0.8093,-0.1831
1,35.2406,10.00,22.5000,0.8105,-0.1831
1,35.2606,5.00,21.0000,0.8108,-0.1831
1,35.2806,6.00,24.0000,0.8116,-0.1831
1,35.3006,6.00,28.5000,0.8103,-0.1831
1,35.3206,7.00,19.5000,0.8094,-0.1831
1,35.3406,7.00,19.5000,0.8109,-0.1831
1,35.3606,8.00,19.5000,0.8099,-0.1831
1,35.3806,5.00,21.0000,0.8110,-0.1831
1,35.4006,7.00,19.5000,0.8098,-0.1831
1,35.4206,7.00,19.5000,0.8094,-0.1221
1,35.4406,5.00,25.5000,0.8098,-0.0610
1,35.4606,7.00,24.0000,0.8114,-0.1221
1,35.4806,6.00,27.0000,0.8104,-0.2441
1,35.5006,6.00,21.0000,0.8109,-0.1831
1,35.5206,5.00,27.0000,0.8103,-0.1831
1,35.5406,7.00,19.5000,0.8094,-0.1831
1,35.5606,3.00,21.0000,0.8103,-0.1831
1,35.5806,5.00,22.5000,0.8099,-0.2441
1,35.6006,7.00,16.5000,0.8113,-0.1831
1,35.6206,11.00,18.0000,0.8110,-0.2441
1,35.6406,5.00,22.5000,0.8102,-0.1831
1,35.6606,6.00,19.5000,0.8108,-0.1831
1,35.6806,6.00,22.5000,0.8102,-0.1221
1,35.7006,7.00,22.5000,0.8096,-0.1831
1,35.7206,6.00,24.0000,0.8096,-0.1831
1,35.7406,6.00,18.0000,0.8102,-0.1831
1,35.7606,7.00,19.5000,0.8104,-0.1831
1,35.7806,7.00,22.5000,0.8091,-0.1831
1,35.8006,5.00,21.0000,0.8104,-0.1831
1,35.8206,6.00,27.0000,0.8098,-0.1831
1,35.8406,6.00,21.0000,0.8097,-0.1831
1,35.8606,9.00,25.5000,0.8107,-0.2441
1,35.8806,6.00,22.5000,0.8096,-0.1831
1,35.9006,5.00,19.5000,0.8101,-0.1831
1,35.9206,7.00,18.0000,0.8093,-0.1831
1,35.9406,5.00,18.0000,0.8102,-0.1831
1,35.9606,5.00,21.0000,0.8107,-0.1831
1,35.9806,6.00,15.0000,0.8101,-0.1831
1,36.0006,6.00,22.5000,0.8096,-0.1831
1,36.0206,7.00,16.5000,0.8096,-0.1831
1,36.0406,7.00,21.0000,0.8097,-0.1831
1,36.0606,7.00,19.5000,0.8102,-0.1831
1,36.0806,5.00,21.0000,0.8096,-0.1831
1,36.1006,7.00,24.0000,0.8102,-0.1831
1,36.1206,7.00,18.0000,0.8102,-0.2441
1,36.1406,9.00,22.5000,0.8096,-0.1831
1,36.1606,6.00,22.5000,0.8105,-0.1831
1,36.1806,7.00,22.5000,0.8088,-0.1831
1,36.2006,9.00,25.5000,0.8099,-0.1831
1,36.2206,7.00,19.5000,0.8099,-0.1831
1,36.2406,5.00,21.0000,0.8101,-0.1831
1,36.2606,6.00,22.5000,0.8113,-0.1831
1,36.2806,5.00,22.5000,0.8104,-0.1831
1,36.3006,5.00,25.5000,0.8104,-0.1831
1,36.3206,4.00,21.0000,0.8101,-0.1831
1,36.3406,6.00,18.0000,0.8101,-0.1831
1,36.3606,7.00,19.5000,0.8101,-0.1831
1,36.3806,7.00,18.0000,0.8098,-0.1221
1,36.4006,5.00,19.5000,0.8098,-0.1831
1,36.4206,8.00,21.0000,0.8102,-0.1831
1,36.4406,4.00,25.5000,0.8098,-0.1831
1,36.4606,6.00,19.5000,0.8101,-0.1831
1,36.4806,6.00,18.0000,0.8102,-0.1831
1,36.5006,5.00,18.0000,0.8109,-0.1831
1,36.5206,7.00,19.5000,0.8101,-0.1831
1,36.5406,6.00,21.0000,0.8096,-0.1831
1,36.5606,6.00,21.0000,0.8104,-0.1831
1,36.5806,5.00,18.0000,0.8107,-0.1831
1,36.6006,6.00,24.0000,0.8099,-0.1831
1,36.6206,6.00,19.5000,0.8113,-0.1831
1,36.6406,4.00,19.5000,0.8097,-0.1831
1,36.6606,5.00,24.0000,0.8105,-0.1831
1,36.6806,9.00,18.0000,0.8098,-0.1831
1,36.7006,7.00,22.5000,0.8101,-0.1831
1,36.7206,6.00,21.0000,0.8102,-0.2441
1,36.7406,7.00,19.5000,0.8099,-0.1831
1,36.7607,5.00,19.5000,0.8093,-0.1831
1,36.7807,6.00,19.5000,0.8091,-0.1831
1,36.8007,7.00,21.0000,0.8107,-0.1831
1,36.8207,6.00,18.0000,0.8105,-0.2441
1,36.8407,7.00,22.5000,0.8103,-0.2441
1,36.8607,6.00,25.5000,0.8103,-0.1831
1,36.8807,5.00,22.5000,0.8091,-0.1831
1,36.9007,6.00,19.5000,0.8093,-0.1831
1,36.9207,6.00,25.5000,0.8101,-0.1831
1,36.9407,10.00,21.0000,0.8104,-0.1221
1,36.9607,6.00,22.5000,0.8113,-0.1831
1,36.9807,5.00,24.0000,0.8105,-0.1831
1,37.0007,8.00,22.5000,0.8118,-0.1831
1,37.0207,6.00,25.5000,0.8083,-0.1831
1,37.0407,6.00,19.5000,0.8097,-0.1831
1,37.0607,5.00,21.0000,0.8099,-0.2441
1,37.0807,4.00,22.5000,0.8102,-0.1831
1,37.1007,6.00,19.5000,0.8101,-0.1831
1,37.1207,7.00,22.5000,0.8102,-0.1831
1,37.1407,7.00,21.0000,0.8096,-0.1831
1,37.1607,6.00,25.5000,0.8102,-0.1831
1,37.1807,6.00,19.5000,0.8098,-0.1221
1,37.2007,6.00,22.5000,0.8098,-0.1831
1,37.2207,4.00,18.0000,0.8103,-0.1831
1,37.2407,7.00,24.0000,0.8098,-0.1831
1,37.2607,5.00,19.5000,0.8097,-0.1831
1,37.2807,6.00,21.0000,0.8108,-0.1831
1,37.3007,5.00,19.5000,0.8092,-0.1831
1,37.3207,6.00,21.0000,0.8101,-0.1831
1,37.3407,6.00,22.5000,0.8093,-0.1831
1,37.3607,6.00,21.0000,0.8098,-0.1831
1,37.3807,8.00,21.0000,0.8105,-0.2441
1,37.4007,7.00,24.0000,0.8094,-0.1831
1,37.4207,5.00,18.0000,0.8114,-0.1831
1,37.4407,7.00,18.0000,0.8098,-0.1831
1,37.4607,6.00,22.5000,0.8098,-0.1831
1,37.4807,8.00,18.0000,0.8104,-0.1831
1,37.5007,7.00,19.5000,0.8109,-0.1831
1,37.5207,8.00,19.5000,0.8103,-0.1831
1,37.5407,6.00,24.0000,0.8101,-0.1831
1,37.5607,4.00,22.5000,0.8104,-0.1831
1,37.5807,7.00,25.5000,0.8107,-0.1831
1,37.6007,6.00,18.0000,0.8098,-0.1831
1,37.6207,7.00,22.5000,0.8097,-0.1831
1,37.6407,6.00,21.0000,0.8086,-0.1831
1,37.6607,4.00,19.5000,0.8104,-0.1831
1,37.6807,6.00,24.0000,0.8099,-0.1831
1,37.7007,4.00,22.5000,0.8093,-0.1831
1,37.7207,7.00,18.0000,0.8101,-0.1831
1,37.7407,7.00,24.0000,0.8102,-0.1831
1,37.7607,8.00,25.5000,0.8088,-0.1831
1,37.7807,6.00,19.5000,0.8088,-0.1831
1,37.8007,6.00,21.0000,0.8099,-0.1831
1,37.8207,6.00,22.5000,0.8108,-0.1831
1,37.8407,5.00,19.5000,0.8104,-0.1831
1,37.8607,6.00,22.5000,0.8099,-0.1831
1,37.8807,6.00,22.5000,0.8096,-0.1221
1,37.9007,7.00,21.0000,0.8098,-0.1831
1,37.9207,6.00,25.5000,0.8096,-0.1831
1,37.9407,5.00,25.5000,0.8099,-0.1221
1,37.9607,6.00,21.0000,0.8097,-0.2441
1,37.9807,6.00,21.0000,0.8103,-0.1831
1,38.0007,4.00,19.5000,0.8096,-0.1831
1,38.0207,6.00,22.5000,0.8101,-0.1831
1,38.0407,9.00,21.0000,0.8097,-0.1831
1,38.0607,8.00,22.5000,0.8099,-0.1831
1,38.0807,6.00,22.5000,0.8098,-0.1221
1,38.1007,6.00,19.5000,0.8108,-0.1831
1,38.1207,6.00,21.0000,0.8110,-0.1831
1,38.1407,5.00,25.5000,0.8103,-0.1831
1,38.1607,8.00,18.0000,0.8101,-0.1831
1,38.1807,6.00,19.5000,0.8101,-0.1831
1,38.2007,6.00,24.0000,0.8090,-0.1221
1,38.2207,7.00,21.0000,0.8115,-0.1831
1,38.2407,6.00,21.0000,0.8102,-0.1831
1,38.2607,7.00,21.0000,0.8104,-0.2441
1,38.2807,6.00,21.0000,0.8098,-0.1831
1,38.3007,8.00,21.0000,0.8097,-0.1831
1,38.3207,6.00,22.5000,0.8114,-0.1831
1,38.3407,5.00,15.0000,0.8118,-0.1831
1,38.3607,6.00,22.5000,0.8101,-0.1831
1,38.3807,6.00,21.0000,0.8103,-0.1831
1,38.4007,8.00,25.5000,0.8096,-0.1831
1,38.4207,6.00,21.0000,0.8102,-0.1831
1,38.4407,4.00,21.0000,0.8103,-0.1831
1,38.4607,7.00,22.5000,0.8108,-0.1831
1,38.4807,4.00,19.5000,0.8096,-0.1831
1,38.5007,7.00,21.0000,0.8104,-0.1831
1,38.5207,6.00,21.0000,0.8104,-0.1831
1,38.5407,6.00,19.5000,0.8101,-0.1831
1,38.5607,6.00,25.5000,0.8104,-0.1831
1,38.5807,6.00,24.0000,0.8099,-0.1831
1,38.6007,5.00,21.0000,0.8107,-0.1831
1,38.6207,7.00,22.5000,0.8098,-0.1831
1,38.6407,6.00,19.5000,0.8092,-0.1831
1,38.6607,5.00,21.0000,0.8124,-0.2441
1,38.6807,6.00,25.5000,0.8110,-0.1831
1,38.7007,7.00,22.5000,0.8094,-0.1831
1,38.7207,3.00,22.5000,0.8102,-0.1831
1,38.7407,7.00,21.0000,0.8103,-0.1831
1,38.7607,5.00,24.0000,0.8102,-0.1831
1,38.7807,11.00,25.5000,0.8105,-0.1831
1,38.8007,8.00,19.5000,0.8099,-0.1831
1,38.8207,5.00,18.0000,0.8096,-0.1831
1,38.8407,6.00,24.0000,0.8103,-0.1831
1,38.8607,6.00,22.5000,0.8088,-0.1831
1,38.8807,7.00,16.5000,0.8099,-0.1831
1,38.9007,6.00,21.0000,0.8090,-0.1221
1,38.9207,10.00,27.0000,0.8093,-0.1831
1,38.9407,6.00,22.5000,0.8094,-0.1831
1,38.9607,4.00,21.0000,0.8104,-0.1831
1,38.9807,7.00,22.5000,0.8101,-0.2441
1,39.0007,7.00,25.5000,0.8099,-0.2441
1,39.0207,4.00,21.0000,0.8102,-0.1831
1,39.0407,7.00,18.0000,0.8104,-0.2441
1,39.0607,10.00,22.5000,0.8101,-0.2441
1,39.0807,7.00,22.5000,0.8104,-0.1831
1,39.1007,5.00,21.0000,0.8097,-0.1831
1,39.1207,7.00,21.0000,0.8101,-0.1221
1,39.1407,7.00,19.5000,0.8110,-0.1221
1,39.1607,7.00,18.0000,0.8093,-0.1831
1,39.1807,5.00,22.5000,0.8103,-0.1831
1,39.2007,5.00,21.0000,0.8107,-0.1831
1,39.2207,10.00,24.0000,0.8097,-0.1831
1,39.2407,6.00,19.5000,0.8097,-0.1831
1,39.2607,6.00,28.5000,0.8108,-0.1831
1,39.2807,7.00,21.0000,0.8091,-0.1831
1,39.3007,6.00,19.5000,0.8101,-0.1831
1,39.3207,7.00,18.0000,0.8098,-0.1831
1,39.3407,7.00,16.5000,0.8098,-0.0610
1,39.3607,8.00,19.5000,0.8107,-0.1831
1,39.3807,7.00,21.0000,0.8096,-0.1831
1,39.4007,4.00,19.5000,0.8099,-0.1831
1,39.4207,8.00,22.5000,0.8104,-0.1831
1,39.4407,7.00,22.5000,0.8102,-0.1831
1,39.4607,6.00,19.5000,0.8094,-0.1831
1,39.4807,6.00,22.5000,0.8112,-0.1831
1,39.5007,9.00,22.5000,0.8096,-0.1831
1,39.5207,7.00,22.5000,0.8101,-0.1831
1,39.5407,5.00,21.0000,0.8103,-0.1831
1,39.5607,5.00,22.5000,0.8094,-0.1831
1,39.5807,6.00,21.0000,0.8105,-0.1221
1,39.6007,6.00,19.5000,0.8109,-0.1831
1,39.6207,5.00,22.5000,0.8088,-0.1831
1,39.6407,5.00,21.0000,0.8096,-0.1831
1,39.6607,8.00,19.5000,0.8094,-0.2441
1,39.6807,7.00,18.0000,0.8102,-0.1831
1,39.7007,4.00,22.5000,0.8108,-0.1831
1,39.7207,4.00,16.5000,0.8103,-0.1831
1,39.7407,5.00,21.0000,0.8087,-0.1831
1,39.7607,9.00,19.5000,0.8091,-0.1831
1,39.7807,7.00,19.5000,0.8103,-0.1831
1,39.8007,6.00,22.5000,0.8096,-0.1831
1,39.8207,6.00,13.5000,0.8094,-0.1221
1,39.8407,5.00,25.5000,0.8107,-0.1831
1,39.8607,7.00,19.5000,0.8092,-0.1831
1,39.8807,7.00,22.5000,0.8098,-0.1831
1,39.9007,9.00,22.5000,0.8105,-0.1831
1,39.9207,8.00,21.0000,0.8093,-0.2441
1,39.9407,4.00,21.0000,0.8113,-0.1831
1,39.9607,5.00,22.5000,0.8101,-0.1831
1,39.9807,6.00,24.0000,0.8096,-0.1831
1,40.0007,7.00,22.5000,0.8109,-0.1831
1,40.0207,8.00,21.0000,0.8091,-0.1831
1,40.0407,7.00,25.5000,0.8105,-0.1831
1,40.0607,6.00,19.5000,0.8107,-0.1831
1,40.0807,4.00,22.5000,0.8096,-0.1221
1,40.1007,8.00,21.0000,0.8103,-0.1221
1,40.1207,7.00,19.5000,0.8097,-0.1831
1,40.1407,6.00,22.5000,0.8101,-0.2441
1,40.1607,7.00,24.0000,0.8093,-0.1831
1,40.1807,5.00,21.0000,0.8096,-0.1831
1,40.2007,5.00,19.5000,0.8110,-0.1831
1,40.2207,6.00,28.5000,0.8113,-0.1831
1,40.2407,8.00,21.0000,0.8101,-0.1221
1,40.2607,7.00,27.0000,0.8098,-0.1831
1,40.2807,5.00,18.0000,0.8109,-0.1831
1,40.3007,6.00,21.0000,0.8098,-0.1221
1,40.3207,6.00,19.5000,0.8104,-0.1831
1,40.3407,4.00,22.5000,0.8093,-0.1831
1,40.3607,7.00,21.0000,0.8107,-0.1221
1,40.3807,5.00,22.5000,0.8104,-0.1831
1,40.4007,6.00,22.5000,0.8109,-0.2441
1,40.4207,4.00,21.0000,0.8103,-0.1831
1,40.4407,6.00,25.5000,0.8107,-0.1831
1,40.4607,6.00,18.0000,0.8099,-0.1831
1,40.4807,4.00,19.5000,0.8102,-0.1831
1,40.5007,6.00,22.5000,0.8097,-0.1831
1,40.5207,5.00,22.5000,0.8099,-0.1831
1,40.5407,6.00,24.0000,0.8101,-0.1831
1,40.5607,6.00,21.0000,0.8096,-0.1221
1,40.5807,7.00,25.5000,0.8110,-0.1831
1,40.6007,8.00,21.0000,0.8094,-0.1221
1,40.6207,4.00,16.5000,0.8098,-0.2441
1,40.6407,8.00,24.0000,0.8103,-0.1831
1,40.6607,5.00,24.0000,0.8109,-0.2441
1,40.6807,6.00,19.5000,0.8104,-0.1831
1,40.7007,6.00,22.5000,0.8107,-0.1831
1,40.7207,5.00,22.5000,0.8097,-0.1831
1,40.7407,7.00,18.0000,0.8092,-0.1831
1,40.7607,5.00,21.0000,0.8103,-0.1831
1,40.7807,7.00,19.5000,0.8094,-0.1221
1,40.8007,6.00,24.0000,0.8105,-0.1831
1,40.8207,6.00,19.5000,0.8098,-0.1221
1,40.8407,5.00,19.5000,0.8092,-0.1831
1,40.8607,6.00,24.0000,0.8109,-0.1831
1,40.8807,5.00,22.5000,0.8103,-0.1831
1,40.9007,6.00,25.5000,0.8099,-0.1831
1,40.9207,5.00,21.0000,0.8103,-0.1831
1,40.9407,7.00,24.0000,0.8103,-0.1831
1,40.9607,9.00,22.5000,0.8104,-0.2441
1,40.9807,8.00,24.0000,0.8101,-0.1831
1,41.0007,9.00,22.5000,0.8108,-0.1831
1,41.0207,7.00,21.0000,0.8104,-0.1221
1,41.0407,6.00,22.5000,0.8097,-0.1831
1,41.0607,9.00,21.0000,0.8116,-0.1831
1,41.0807,6.00,19.5000,0.8109,-0.1831
1,41.1007,5.00,21.0000,0.8105,-0.1831
1,41.1208,9.00,24.0000,0.8109,-0.1831
1,41.1408,7.00,24.0000,0.8101,-0.1831
1,41.1608,5.00,22.5000,0.8108,-0.1831
1,41.1808,8.00,22.5000,0.8099,-0.1831
1,41.2008,8.00,22.5000,0.8101,-0.1221
1,41.2208,6.00,19.5000,0.8104,-0.2441
1,41.2408,7.00,25.5000,0.8105,-0.1831
1,41.2608,7.00,21.0000,0.8103,-0.1831
1,41.2808,5.00,22.5000,0.8098,-0.1831
